Name,Partei,Wahlart,Bundesland,Wahlkreis,Wahlkreis-Nr.,Ausschuesse,Biografie,Twitter,Ausschusspositionen,Geburtsjahr
"Gauland, Dr. Alexander",AfD,Gewählt über Landesliste,Brandenburg,Frankfurt (Oder) – Oder-Spree,63,{'Stellvertretendes Mitglied': ['Auswärtiger Ausschuss']},"Geboren 1941 in Chemnitz, floh 1959 in die Bundesrepublik;Abitur-Ergänzungsprüfung, Studium der Geschichte, Politik- und Rechtswissenschaften (Assessor jur.); Dissertation: Das Legitimitätsprinzip in der Staatenpraxis seit dem Wiener Kongress.Arbeit im Bundespresseamt, als Presseattaché in Edinburgh, für die CDU/CSU-Fraktion im Bundestag; organisierte als Büroleiter des Frankfurter OBs die Aufnahme Hunderter vietnamesischer Boatpeople; 1987 bis 1991 Leiter der Hessischen Staatskanzlei. Danach bis 2005 Herausgeber und Geschäftsführer der Märkischen Allgemeinen (FAZ-Verlagsgruppe). Nach über 40 Jahren in der CDU 2013 Mitgründer und stellvertretender Sprecher der Alternative für Deutschland sowie deren Ehrenvorsitzender in Brandenburg, im dortigen Landtag seit 2014 auch Fraktionsvorsitzender.Er schrieb regelmäßig im Berliner Tagesspiegel, außerdem u.a. in Criticón (darunter Portraits britischer Konservativer), in Neue Gesellschaft/Frankfurter Hefte, im Cicero, in der FAZ, der Welt, der Zeit, der Berliner Republik, der Frankfurter Rundschau und der taz.",,['Auswärtiger Ausschuss'],1941
"Gebhart, Dr. Thomas",CDU/CSU,Direkt gewählt,Rheinland-Pfalz,Südpfalz,211,{'Parlamentarischer Staatssekretär für Gesundheit': []},"Geboren am 20. Dezember 1971 in Kandel, verheiratet, 1 Kind.1989 bis 2006 Mitglied der Jungen Union.1991 Abitur am Europa-Gymnasium Wörth am Rhein; 1991 Zivildienst St. Vincentius-Krankenhaus Karlsruhe;1992 Studium Betriebswirtschaftslehre und Politikwissenschaft an der Universität Mannheim und an der Aston University Birmingham, Abschluss: Magister Artium.seit 1996 Mitglied der CDU; 1998 Assistent des Bundestagsabgeordneten Dr. Heiner Geißler; 1999 bis 2019 Mitglied des Kreistages Germersheim;2002 Promotion zum Dr. rer. pol. (an der Universität Mannheim); 2002 bis 2003 Angestellter der BASF Aktiengesellschaft; seit 2002 Vorsitzender des CDU-Kreisverbandes Germersheim; 2003 bis 2009 Mitglied des Landtags; 2003 bis 2009 Mitglied des Oberrheinrates; 2006 bis 2009 Umweltpolitischer Sprecher der CDU-Landtagsfraktion; 2008 Sprecher in der Enquete-Kommission des Landtages zum Thema „Folgen des Klimawandels“; seit 2007 Stellvertretender Vorsitzender des CDU-Bezirksverbandes Rheinhessen-Pfalz; seit 2009 direkt gewählter Bundestagsabgeordneter des Wahlkreises Südpfalz; seit 2018 Parlamentarischer Staatssekretär beim Bundesminister für Gesundheit.  ",thomasgebhart,[],1971
"Gehring, Kai",Bündnis 90/Die Grünen,Gewählt über Landesliste,Nordrhein-Westfalen,Essen III,120,"{'Obmann': ['Ausschuss für Bildung, Forschung und Technikfolgenabschätzung'], 'Ordentliches Mitglied': ['Ausschuss für Menschenrechte und humanitäre Hilfe', 'Ausschuss für Bildung, Forschung und Technikfolgenabschätzung', 'Kuratorium der Bundeszentrale für politische Bildung'], 'Stellvertretendes Mitglied': ['Unterausschuss Auswärtige Kultur- und Bildungspolitik', 'Haushaltsausschuss'], 'Stellvertretendes Mitglied (sonstige Gremien)': ['Interparlamentarische Union', 'Parlamentarische Versammlung der Union für den Mittelmeerraum (PV-UfM)'], 'Stellvertretender Vorsitz (sonstige Gremien)': ['Parlamentariergruppe Zentralafrika', 'Parlamentariergruppe Arabischsprachige Staaten des Nahen und Mittleren Ostens']}","        Geboren am 26. Dezember 1977 in Mülheim an der Ruhr; evangelisch; ledig.
        1984 bis 1988 Fischlaker Grundschule Essen, 1988 bis 1997 Geschwister-Scholl-Gymnasium Velbert, Abitur. 1997 bis 1998 Zivildienst in der Evangelischen Studierendengemeinde (ESG), Universität Duisburg-Essen. 1998 bis 2004 Studium der Sozialwissenschaft, Ruhr-Universität Bochum; seit 1998 Mitglied Bündnis 90/Die Grünen (Kreisverband Essen), 1998 bis 2002 Mitbegründer und Landesvorstandsmitglied Grüne Jugend NRW, 2000 bis 2002 als Sprecher, 2002 bis 2006 Mitglied im Landesvorstand der Grünen NRW.Seit 2005 Mitglied des Bundestages; 2005 bis 2011 Sprecher für Jugend- und Hochschulpolitik, 2011 bis 2013 Sprecher für Bildungs- und Hochschulpolitik. 2013 bis 2017 Sprecher und Obmann für Hochschul-, Wissenschafts- und Forschungspolitik. 2005 bis 2013 stellvertretendes Mitglied im Ausschuss für Familie, Senioren, Frauen. Seit 2005 ordentliches Mitglied im Ausschuss für Bildung, Forschung und Technikfolgenabschätzung; seit Dezember 2013 stellvertretendes Mitglied im Haushaltsausschuss und seit 2018 Mitglied im Ausschuss für Menschenrechte und humanitäre Hilfe.Mitglied im Senat der Wissenschaftsgemeinschaft Gottfried Wilhelm Leibniz e.V., im Kuratorium der Bundeszentrale für politische Bildung, im Kuratorium des Deutschen Studentenwerks, im Kuratorium des Evangelischen Studienwerks e.V. Villigst, im Fachbeirat des Studienwerks der Heinrich-Böll-Stiftung, Mitglied der Grünen Akademie der Heinrich-Böll-Stiftung und im Beirat der Fernuniversität Hagen, Mitglied im Kuratorium im Kompetenzzentrum Technik, Diversity und Chancengerechtigkeit. Mitglied bei amnesty international, bei Greenpeace und im LSVD e.V.",KaiGehring,"['Ausschuss für Menschenrechte und humanitäre Hilfe', 'Ausschuss für Bildung, Forschung und Technikfolgenabschätzung', 'Kuratorium der Bundeszentrale für politische Bildung', 'Unterausschuss Auswärtige Kultur- und Bildungspolitik', 'Haushaltsausschuss', 'Ausschuss für Bildung, Forschung und Technikfolgenabschätzung']",1977
"Gehrke, Prof. Dr. Axel",AfD,Gewählt über Landesliste,Schleswig-Holstein,Ostholstein – Stormarn-Nord,9,"{'Stellvertretendes Mitglied': ['Ausschuss für Tourismus', 'Ausschuss für Gesundheit'], 'Vorsitz (sonstige Gremien)': ['Parlamentariergruppe Anden-Staaten'], 'Stellvertretender Vorsitz (sonstige Gremien)': ['Deutsch-Mittelamerikanische Parlamentariergruppe']}","Geboren am 12. Januar 1942 in Arnswalde; geschieden, drei Kinder.1963 Abitur in St. Peter-Ording. Bundeswehr. Studium der Humanmedizin in Würzburg, Innsbruck, Wien, Kiel und Lübeck, 1970 Staatsexamen, Facharzt für Innere Medizin (Kardiologie), Physikalische Medizin und Rehabilitation, Zusatzbezeichnungen Arbeitsmedizin, Sozialmedizin und Naturheilweisen. 1986 Habilitation und Ruf auf eine C2-Professur.1977 Oberarzt und Leiter der funktionsdiagnostischen Abteilung beim Aufbau des neu gegründeten Deutschen Herzzentrums in München, 1982 Klinikum Großhadern der Universität München, 1986 Leiter der Abteilung für Physikalische Medizin und Rehabilitation der Innenstadtkliniken, 1990 Ruf auf den Lehrstuhl für Physikalische Medizin und Rehabilitation der Medizinischen Hochschule in Hannover, 1992 Gründung des Universitätsinstitutes für Balneologie und Medizinische Klimatologie zur Erforschung natürlicher Heilweisen, 2007 Pensionierung. 2013 Gründung eines eigenen Unternehmens balneo consult zur Beratung und Begutachtung bei der Prädikatisierung von Kurorten, in Zusammenarbeit mit dem niedersächsischen Sozialministerium.1997 bis 1999 Präsident der Deutschen Gesellschaft für Physikalische Medizin und Rehabilitation, 2011 Gründung und erster Vorsitzender eines gemeinnützigen Instituts für funktionale Gesundheit und Selbsthilfegruppe Osteoporose, Mitinitiator der ambulanten Rehabilitation von Kunstklappenträgern, Endokrine Verarbeitung hydrotherapeutischer, thermischer und elektromagnetischer Reize einschließlich UV-Strahlung und sichtbaren Lichtes, Initiator eines interdisziplinären Konzepts zur Erkennung und Behandlung der Osteoporose, Initiator der ersten Osteoporoseambulanz einer Universitätsklinik. Wahl in das Präsidium des Deutschen Ärztetages, Mitglied des Bundesvorstands des Marburger Bundes, Vorsitzender mehrerer Arbeitskreise und Ausschüsse, Vorsitzender der Arbeitsgemeinschaft Physikalische Medizin und Rehabilitation, Beratung und Aufbau von Weiterbildungskursen in den neuen Bundesländern. Wissenschaftliche Publikationen zur Feststellung der Leistungsfähigkeit von Patienten mit künstlichen Herzklappen.Seit 2013 Mitglied der AfD.Mitglied des Bundestages seit 2017.",search,"['Ausschuss für Tourismus', 'Ausschuss für Gesundheit']",1942
"Gelbhaar, Stefan",Bündnis 90/Die Grünen,Gewählt über Landesliste,Berlin,Berlin-Pankow,76,"{'Obmann': ['Ausschuss für Verkehr und digitale Infrastruktur'], 'Ordentliches Mitglied': ['Ausschuss für Verkehr und digitale Infrastruktur'], 'Stellvertretender Vorsitz (sonstige Gremien)': ['Deutsch-Koreanische Parlamentariergruppe']}","        Geboren am 9. Juli 1976 in Berlin; zwei Kinder.
        Neumannschule (30. POS) Berlin-Pankow; bis 1996 Carl-von-Ossietzky-Gymnasium, Abitur; 1996 bis 1997 Zivildienst in der Tagesbetreuungsstätte im Haus Immanuel; 1 und 2 juristisches Staatsexamen.Seit 2005 Rechtsanwalt und Strafverteidiger; 2008 bis 2011 Landesvorsitzender von Bündnis90/Die Grünen Berlin.Vorstandsmitglied im Bildungswerk Berlin der Heinrich-Böll-Stiftung; Mitglied im Präsidium des Humanistischen Verbandes Berlin-Brandenburg.Seit 2000 Mitglied von Bündnis 90/Die Grünen; stellvertretender Bürgerdeputierter im Ausschuss für Wirtschaft und öffentliche Ordnung in der Pankower Bezirksverordnetenversammlung (BVV); Deligierter bei verschiedenen Landes- und Bundesdeligiertenkonferenzen; 2004 bis 2005 Beisitzer im Pankower Kreisverband; Ende 2005 bis Anfang 2008 Vorsitzender im Pankower Kreisverband; März 2007 bis April 2008 Beisitzer im Landesvorstand Berlin; 2008 bis 2011 Landesvorsitzender Berlin; 2011 bis 2017 Mitglied des Abgeordnetenhauses Berlin, stellvertretender Fraktionsvorsitzender, verkehrspolitischer Sprecher, Medien und Netzpolitischer Sprecher; 2016 Wahlen Abgeordnetenhaus: Direktkandidat für Wahlkreis Pankow 8 - direkt gewählt.",stefangelbhaar,"['Ausschuss für Verkehr und digitale Infrastruktur', 'Ausschuss für Verkehr und digitale Infrastruktur']",1976
"Gerdes, Michael",SPD,Direkt gewählt,Nordrhein-Westfalen,Bottrop – Recklinghausen III,125,"{'Ordentliches Mitglied': ['Ausschuss für Arbeit und Soziales'], 'Stellvertretendes Mitglied': ['Ausschuss für Bildung, Forschung und Technikfolgenabschätzung']}","Geboren am 23. Mai 1960; verheiratet; drei Kinder.Ausbildung zum Bergmann, Elektrohauer.Seit 1976 Mitglied der SPD; Beisitzer im Vorstand des SPD-OV Boverheide; Mitglied im Rat des Stadt Bottrop, Vorsitzender das Ausschusses für Sport und Bäder Bottrop; Vorsitzender THW Helferverein Gladbeck; Mitglied der AWO; IG BCE; Mitglied im Aufsichtsrat der Emscher Lippe Energie GmbH (ELE).",,"['Ausschuss für Arbeit und Soziales', 'Ausschuss für Bildung, Forschung und Technikfolgenabschätzung']",1960
"Gerig, Alois",CDU/CSU,Direkt gewählt,Baden-Württemberg,Odenwald – Tauber,276,"{'Vorsitzender': ['Ausschuss für Ernährung und Landwirtschaft'], 'Ordentliches Mitglied': ['Ausschuss für Ernährung und Landwirtschaft']}","Geboren am 30.1.1956 in Höpfingen; römisch-katholisch; verheiratet, drei erwachsene Kinder.1977 Abschluss zum Landwirtschaftsmeister; bis 2009 Geschäftsführer im Maschinenring Odenwald-Bauland und drei gewerblichen Tochterunternehmen; familieneigener Ferienbauernhof.Alois Gerig ist stellvertretender Vorsitzender im Kreisbauernverband, Vorsitzender des Bundesverbandes der Deutschen Klein- und Obstbrenner e.V., Aufsichtsratsmitglied der Abfallwirtschaftsgesellschaft des Neckar-Odenwald-Kreises mbH, Beiratsmitglied des Landesverbandes der Maschinenringe Baden-Württemberg e.V., Vorsitzender der Ländlichen Heimvolkshochschule e.V. (Mosbach-Neckarelz), Vorstandsmitglied des fachlichen Beirats der Fachagentur Nachwachsende Rohstoffe e.V., sowie weitere ehrenamtliche Tätigkeiten in Vereinen und Organisationen.Seit 1997 ist Alois Gerig Mitglied der CDU, seit 1999 Mitglied im Kreistag Neckar-Odenwald, Mitlgied des Bundestages seit Oktober 2009, von 2011 bis 2014 Obmann der CDU/CSU-Fraktion im Ausschuss für Ernährung und Landwirtschaft. Seit 2012 ist er Vorsitzender des Landesfachausschusses ""Ländlicher Raum"" der CDU Baden-Württemberg und seit 2015 Mitglied im Bundesfachausschuss ""Landwirtschaft und Ländlicher Raum"" der CDU Deutschland.",,"['Ausschuss für Ernährung und Landwirtschaft', 'Ausschuss für Ernährung und Landwirtschaft']",1956
"Gerster, Martin",SPD,Gewählt über Landesliste,Baden-Württemberg,Biberach,292,"{'Obmann': ['Rechnungsprüfungsausschuss'], 'Ordentliches Mitglied': ['Rechnungsprüfungsausschuss', 'Vertrauensgremium', 'Haushaltsausschuss'], 'Stellvertretendes Mitglied': ['Ausschuss für Bau, Wohnen, Stadtentwicklung und Kommunen', 'Ausschuss Digitale Agenda', 'Ausschuss für Inneres und Heimat', 'Kuratorium der Bundeszentrale für politische Bildung']}","        Geboren am 30. August 1971 in Biberach an der Riß; römisch-katholisch; verheiratet; ein Kind.
        1978 bis 1982 Braith-Grundschule Biberach, 1983 bis 1991 Pestalozzi-Gymnasium Biberach. 1991 bis 1993 Ausbildung zum Redakteur bei Radio 7. 1994 bis 2002 Studium der Politikwissenschaft, Geschichte und Volkswirtschaftslehre an der Johannes-Gutenberg-Universität Mainz, Magister Artium.1993 bis 2002 Freier Journalist u. a. für die Schwäbische Zeitung, Radio 7 und ZDF. 1999 bis 2001 Mitarbeit beim Democratic National Commitee in Washington und ""Hillary Clinton for Senate"" in New York. Landtagswahlkampf für Ute Vogt, SPD in Baden-Württemberg, 2002 bis 2005 parlamentarischer Berater im Landtag.1990 Eintritt in die SPD, seit 2001 Vorsitzender des Kreisverbandes Biberach.Mitglied des Bundestages seit 2005.",,"['Rechnungsprüfungsausschuss', 'Vertrauensgremium', 'Haushaltsausschuss', 'Ausschuss für Bau, Wohnen, Stadtentwicklung und Kommunen', 'Ausschuss Digitale Agenda', 'Ausschuss für Inneres und Heimat', 'Kuratorium der Bundeszentrale für politische Bildung', 'Rechnungsprüfungsausschuss']",1971
"Gienger, Eberhard",CDU/CSU,Direkt gewählt,Baden-Württemberg,Neckar-Zaber,266,"{'Ordentliches Mitglied': ['Sportausschuss', 'Ausschuss für Bildung, Forschung und Technikfolgenabschätzung'], 'Stellvertretendes Mitglied': ['Unterausschuss Bürgerschaftliches Engagement', 'Enquete-Kommission „Berufliche Bildung“']}","Geboren am 21.07.1951 in Künzelsau; evangelisch; verheiratet, drei Söhne1970 Abitur an der Freiherr-vom-Stein-Schule, Frankfurt/Main; 1971 bis 1975 Studium Diplomsportlehrer, Johannes Gutenberg-Universität Mainz; 1975 bis 1981 Studium Russisch und Englisch, Johannes Gutenberg-Universität Mainz;1981 bis 1989 Tätigkeit in der Promotionsabteilung von Adidas France (arena); 1990 bis 1993 Leiter Sportmarketing bei Hewlett Packard Böblingen; seit 1990 Geschäftsführer der Eberhard Gienger Pro-Motion GmbH;1984 bis 1992 Sekretär des Technischen Komitees FIG des Internationalen Turnerbundes; 1986 bis 2006 Mitglied des Nationalen Olympischen Komitees für Deutschland (NOK); 1988 bis 2000 Vorsitzender des Technischen Komitees des Deutschen Turner-Bundes (DTB); bis 2006 Vizepräsident für den Olympischen Spitzensport im DTB; 2006 bis 2010 Vizepräsident für Leistungssport des Deutschen Olympischen Sportbundes (DOSB); bis 2010 Mitglied im Vorstand und im Aufsichtsrat der Stiftung Deutsche Sporthilfe; bis 2010 Mitglied im Aufsichtsrat der Bewerbungsgesellschaft Olympia München 2018 GmbH; bis Oktober 2015 Mitglied des Salto-Beirates im DOSB; bis Mai 2016 Mitglied des Parlamentarischen Beirates der FernUniversität Hagen; bis Dezember 2016 Vorsitzender der Sportgemeinschaft Deutscher Bundestag e.V.;Seit Oktober 2001 Mitglied der CDU; seit 1996 Mitglied des Arbeitskreises Leistungssport der CDU; seit 2001 Mitglied des CDU-Kreisvorstandes Ludwigsburg; Mitglied des Europa Union Deutschland e.V.; seit Oktober 2002 Mitglied des Bundestages; seit Januar 2014 Vorsitzender der Arbeitsgruppe Sport und Ehrenamt und sportpolitischer Sprecher der CDU/CSU-Bundestagsfraktion.",,"['Sportausschuss', 'Ausschuss für Bildung, Forschung und Technikfolgenabschätzung', 'Unterausschuss Bürgerschaftliches Engagement', 'Enquete-Kommission „Berufliche Bildung“']",1951
"Glaser, Albrecht",AfD,Gewählt über Landesliste,Hessen,Schwalm-Eder,170,"{'Stellv. Vorsitzender': ['Finanzausschuss'], 'Obmann': ['Finanzausschuss'], 'Ordentliches Mitglied': ['Finanzausschuss'], 'Stellvertretendes Mitglied': ['Haushaltsausschuss', 'Parlamentarischer Beirat für nachhaltige Entwicklung'], 'Stellvertretender Vorsitz (sonstige Gremien)': ['Deutsch-Iranische Parlamentariergruppe', 'Deutsch-Polnische Parlamentariergruppe']}","        Geboren am 8. Januar 1942 in Worms; konfessionslos; verheiratet; vier Kinder.
        1963 Abitur am humanistischen Gymnasium Worms, Studium der Rechts-, Staats- und Verwaltungswissenschaften (1. Juristische Staatsprüfung 1969, 2. Juristische Staatsprüfung 1973).1973 bis 1975 Personalreferent des Rektors der Universität Heidelberg; 1979 bis 1988 Bürgermeister in Baden-Württemberg; 1988 bis 1995 Erster Beigeordneter des Landeswohlfahrtsverbands Hessen; 1995 bis 2002 Stadtrat/Stadtkämmerer der Stadt Frankfurt/Main; 2002 bis 2007 Geschäftsführer eines Wohnungsbau- und Verwaltungsunternehmens; zahlreiche Tätigkeiten als Aufsichtsrat, in Verbänden, Vereinigungen und Stiftungen.2013 Gründungsmitglied der AfD, Alternative für Deutschland; Stellvertretender Bundessprecher der AfD; Landessprecher der AfD Hessen; Vorsitzender der AfD-Bundesprogrammkommission.",,"['Finanzausschuss', 'Haushaltsausschuss', 'Parlamentarischer Beirat für nachhaltige Entwicklung', 'Finanzausschuss', 'Finanzausschuss']",1942
"Glöckner, Angelika",SPD,Gewählt über Landesliste,Rheinland-Pfalz,Pirmasens,210,"{'Ordentliches Mitglied': ['Ausschuss für Arbeit und Soziales', 'Ausschuss für die Angelegenheiten der Europäischen Union'], 'Stellvertretendes Mitglied': ['Ausschuss für Familie, Senioren, Frauen und Jugend', 'Ausschuss für Bildung, Forschung und Technikfolgenabschätzung'], 'Delegationsmitglied (sonstige Gremien)': ['Deutsch-Französische Parlamentarische Versammlung']}","        Geboren am 5. Februar 1962 in Pirmasens; evangelisch; verheiratet; zwei Kinder.
        1981 Abitur am Hugo-Ball-Gymnasium in Pirmasens; Ausbildung zur Kauffrau für Bürokommunikation bei der Stadtverwaltung Pirmasens; Ausbildung zur Verwaltungsfachwirtin in der Stadtverwaltung Pirmasens; berufsbegleitendes Studium Betriebs- und Volkswirtschaft an der Wirtschafts- und Verwaltungsakademie Kaiserslautern.1982 bis 2014 Tätigkeit bei der Stadtverwaltung Pirmasens in den Bereichen Tourismus, Ordnungswesen sowie Jugend und Soziales; 2001 bis 2014 freigestellte Personalratsvorsitzende.Gewerkschaft Ver.di; Gewerkschaft IG-BCE; Kuratoriumsmitglied der Deutschen Humanitären Stiftung; VdK Pirmasens; TV Lemberg; Pfälzerwaldverein; Heimatverein Burgfried; Historischer Verein Pirmasens; Regenbogen Kinderhilfe; Arbeiterwohlfahrt.1995 Eintritt in die SPD; seit 2014 Vorsitzende des SPD Stadtverbandes Pirmasens und stellvertretende Vorsitzende des SPD Unterbezirks Pirmasens-Zweibrücken; seit 2016 Vorstandsmitglied des SPD-Regionalverbandes Pfalz; seit 2003 Mitglied im Landesvorstand der SPD-Arbeitsgemeinschaft für Arbeitnehmerfragen (AfA); Vorsitzende der Arbeitsgemeinschaft sozialdemokratischer Frauen (AsF) des SPD-Unterbezirks Pirmasens/Zweibrücken.Bundestagsabgeordnete für den Wahlkreis Pirmasens/Zweibrücken in der 18. und 19. Wahlperiode. ",A_Gloeckner,"['Ausschuss für Arbeit und Soziales', 'Ausschuss für die Angelegenheiten der Europäischen Union', 'Ausschuss für Familie, Senioren, Frauen und Jugend', 'Ausschuss für Bildung, Forschung und Technikfolgenabschätzung']",1962
